complaint_id,product,issue,consumer_complaint_narrative,date_received
COMP-00898,Checking account,Closing account,I was charged an unexpected fee of $162 on my checking account account. I called customer service and waited 64 minutes but got no resolution.,2021-05-02
COMP-00899,Credit card,Account access issues,My credit card application was denied without explanation. The account access issues has been ongoing for 79 days and I have received no response.,2024-03-22
COMP-00900,Personal loan,Managing account,Unauthorized charges appeared on my personal loan. I reported the managing account but the company refused to investigate properly.,2022-06-09
COMP-00901,Debt collection,Unauthorized transactions,My debt collection application was denied without explanation. The unauthorized transactions has been ongoing for 72 days and I have received no response.,2022-02-10
COMP-00902,Personal loan,Incorrect information on report,The interest rate on my personal loan was changed without notice. This incorrect information on report is causing significant financial hardship.,2022-03-24
COMP-00903,Checking account,Account access issues,My checking account application was denied without explanation. The account access issues has been ongoing for 10 days and I have received no response.,2022-05-04
COMP-00904,Mortgage,Managing account,I was charged an unexpected fee of $383 on my mortgage account. I called customer service and waited 115 minutes but got no resolution.,2021-11-30
COMP-00905,Money transfer,Incorrect information on report,The interest rate on my money transfer was changed without notice. This incorrect information on report is causing significant financial hardship.,2023-06-11
COMP-00906,Student loan,Closing account,My student loan application was denied without explanation. The closing account has been ongoing for 29 days and I have received no response.,2023-12-20
COMP-00907,Student loan,Fraud or scam,The interest rate on my student loan was changed without notice. This fraud or scam is causing significant financial hardship.,2022-03-13
COMP-00908,Auto loan,Managing account,My auto loan application was denied without explanation. The managing account has been ongoing for 28 days and I have received no response.,2024-01-19
COMP-00909,Checking account,Closing account,I was charged an unexpected fee of $415 on my checking account account. I called customer service and waited 77 minutes but got no resolution.,2022-09-25
COMP-00910,Student loan,Billing disputes,I was charged an unexpected fee of $129 on my student loan account. I called customer service and waited 99 minutes but got no resolution.,2021-06-11
COMP-00911,Personal loan,Unauthorized transactions,I was charged an unexpected fee of $311 on my personal loan account. I called customer service and waited 72 minutes but got no resolution.,2021-04-30
COMP-00912,Credit card,Fraud or scam,My credit card application was denied without explanation. The fraud or scam has been ongoing for 20 days and I have received no response.,2023-02-12
COMP-00913,Checking account,Unauthorized transactions,My checking account application was denied without explanation. The unauthorized transactions has been ongoing for 89 days and I have received no response.,2024-01-21
COMP-00914,Auto loan,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 28 days. The auto loan department keeps transferring me without helping.,2020-09-16
COMP-00915,Auto loan,Fraud or scam,Unauthorized charges appeared on my auto loan. I reported the fraud or scam but the company refused to investigate properly.,2021-07-14
COMP-00916,Credit card,Unauthorized transactions,My credit card application was denied without explanation. The unauthorized transactions has been ongoing for 86 days and I have received no response.,2020-12-25
COMP-00917,Debt collection,Closing account,I was charged an unexpected fee of $27 on my debt collection account. I called customer service and waited 33 minutes but got no resolution.,2022-01-22
COMP-00918,Personal loan,Fraud or scam,I have been trying to resolve this fraud or scam for 17 days. The personal loan department keeps transferring me without helping.,2021-05-12
COMP-00919,Credit card,Billing disputes,Unauthorized charges appeared on my credit card. I reported the billing disputes but the company refused to investigate properly.,2024-09-20
COMP-00920,Auto loan,Fraud or scam,My auto loan application was denied without explanation. The fraud or scam has been ongoing for 62 days and I have received no response.,2020-01-19
COMP-00921,Checking account,Fraud or scam,I was charged an unexpected fee of $161 on my checking account account. I called customer service and waited 118 minutes but got no resolution.,2021-02-25
COMP-00922,Money transfer,Incorrect information on report,The interest rate on my money transfer was changed without notice. This incorrect information on report is causing significant financial hardship.,2020-06-09
COMP-00923,Checking account,Managing account,Unauthorized charges appeared on my checking account. I reported the managing account but the company refused to investigate properly.,2020-07-25
COMP-00924,Money transfer,Managing account,Unauthorized charges appeared on my money transfer. I reported the managing account but the company refused to investigate properly.,2020-06-22
COMP-00925,Checking account,Billing disputes,I was charged an unexpected fee of $36 on my checking account account. I called customer service and waited 54 minutes but got no resolution.,2021-02-07
COMP-00926,Checking account,Problem with payment,Unauthorized charges appeared on my checking account. I reported the problem with payment but the company refused to investigate properly.,2023-08-06
COMP-00927,Mortgage,Problem with payment,Unauthorized charges appeared on my mortgage. I reported the problem with payment but the company refused to investigate properly.,2024-05-11
COMP-00928,Credit card,Fraud or scam,Unauthorized charges appeared on my credit card. I reported the fraud or scam but the company refused to investigate properly.,2022-08-26
COMP-00929,Mortgage,Closing account,My mortgage application was denied without explanation. The closing account has been ongoing for 16 days and I have received no response.,2021-02-22
COMP-00930,Personal loan,Fraud or scam,My personal loan application was denied without explanation. The fraud or scam has been ongoing for 79 days and I have received no response.,2023-01-25
COMP-00931,Mortgage,Closing account,Unauthorized charges appeared on my mortgage. I reported the closing account but the company refused to investigate properly.,2024-11-02
COMP-00932,Student loan,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 54 days. The student loan department keeps transferring me without helping.,2021-05-22
COMP-00933,Debt collection,Managing account,I was charged an unexpected fee of $122 on my debt collection account. I called customer service and waited 66 minutes but got no resolution.,2020-05-28
COMP-00934,Checking account,Managing account,I have been trying to resolve this managing account for 51 days. The checking account department keeps transferring me without helping.,2022-08-31
COMP-00935,Mortgage,Incorrect information on report,I have been trying to resolve this incorrect information on report for 48 days. The mortgage department keeps transferring me without helping.,2020-10-19
COMP-00936,Personal loan,Incorrect information on report,I have been trying to resolve this incorrect information on report for 74 days. The personal loan department keeps transferring me without helping.,2020-12-20
COMP-00937,Debt collection,Billing disputes,Unauthorized charges appeared on my debt collection. I reported the billing disputes but the company refused to investigate properly.,2021-12-11
COMP-00938,Mortgage,Incorrect information on report,I was charged an unexpected fee of $422 on my mortgage account. I called customer service and waited 74 minutes but got no resolution.,2024-09-03
COMP-00939,Credit card,Account access issues,Unauthorized charges appeared on my credit card. I reported the account access issues but the company refused to investigate properly.,2021-07-21
COMP-00940,Money transfer,Closing account,I have been trying to resolve this closing account for 73 days. The money transfer department keeps transferring me without helping.,2024-06-04
COMP-00941,Credit card,Closing account,I was charged an unexpected fee of $303 on my credit card account. I called customer service and waited 64 minutes but got no resolution.,2023-11-15
COMP-00942,Checking account,Billing disputes,The interest rate on my checking account was changed without notice. This billing disputes is causing significant financial hardship.,2023-06-17
COMP-00943,Debt collection,Incorrect information on report,I have been trying to resolve this incorrect information on report for 80 days. The debt collection department keeps transferring me without helping.,2020-01-23
COMP-00944,Checking account,Managing account,The interest rate on my checking account was changed without notice. This managing account is causing significant financial hardship.,2023-09-16
COMP-00945,Money transfer,Problem with payment,The interest rate on my money transfer was changed without notice. This problem with payment is causing significant financial hardship.,2022-10-22
COMP-00946,Credit card,Fraud or scam,I have been trying to resolve this fraud or scam for 26 days. The credit card department keeps transferring me without helping.,2024-03-18
COMP-00947,Mortgage,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 53 days. The mortgage department keeps transferring me without helping.,2022-03-07
COMP-00948,Personal loan,Problem with payment,I have been trying to resolve this problem with payment for 7 days. The personal loan department keeps transferring me without helping.,2024-04-07
COMP-00949,Debt collection,Fraud or scam,I have been trying to resolve this fraud or scam for 59 days. The debt collection department keeps transferring me without helping.,2024-02-07
COMP-00950,Money transfer,Closing account,The interest rate on my money transfer was changed without notice. This closing account is causing significant financial hardship.,2023-07-18
COMP-00951,Personal loan,Closing account,I have been trying to resolve this closing account for 72 days. The personal loan department keeps transferring me without helping.,2020-01-07
COMP-00952,Auto loan,Billing disputes,Unauthorized charges appeared on my auto loan. I reported the billing disputes but the company refused to investigate properly.,2021-01-05
COMP-00953,Credit card,Managing account,Unauthorized charges appeared on my credit card. I reported the managing account but the company refused to investigate properly.,2021-01-15
COMP-00954,Auto loan,Fraud or scam,My auto loan application was denied without explanation. The fraud or scam has been ongoing for 81 days and I have received no response.,2021-09-24
COMP-00955,Auto loan,Billing disputes,My auto loan application was denied without explanation. The billing disputes has been ongoing for 52 days and I have received no response.,2020-12-24
COMP-00956,Credit card,Fraud or scam,Unauthorized charges appeared on my credit card. I reported the fraud or scam but the company refused to investigate properly.,2023-03-26
COMP-00957,Personal loan,Account access issues,My personal loan application was denied without explanation. The account access issues has been ongoing for 75 days and I have received no response.,2024-07-06
COMP-00958,Checking account,Managing account,I was charged an unexpected fee of $76 on my checking account account. I called customer service and waited 87 minutes but got no resolution.,2020-11-02
COMP-00959,Credit card,Managing account,I was charged an unexpected fee of $82 on my credit card account. I called customer service and waited 47 minutes but got no resolution.,2022-08-03
COMP-00960,Auto loan,Problem with payment,I have been trying to resolve this problem with payment for 74 days. The auto loan department keeps transferring me without helping.,2021-01-07
COMP-00961,Money transfer,Unauthorized transactions,My money transfer application was denied without explanation. The unauthorized transactions has been ongoing for 22 days and I have received no response.,2023-10-01
COMP-00962,Mortgage,Managing account,My mortgage application was denied without explanation. The managing account has been ongoing for 31 days and I have received no response.,2022-12-14
COMP-00963,Checking account,Fraud or scam,The interest rate on my checking account was changed without notice. This fraud or scam is causing significant financial hardship.,2020-02-23
COMP-00964,Student loan,Fraud or scam,I have been trying to resolve this fraud or scam for 52 days. The student loan department keeps transferring me without helping.,2020-11-29
COMP-00965,Auto loan,Billing disputes,I have been trying to resolve this billing disputes for 34 days. The auto loan department keeps transferring me without helping.,2021-02-08
COMP-00966,Money transfer,Billing disputes,The interest rate on my money transfer was changed without notice. This billing disputes is causing significant financial hardship.,2020-11-17
COMP-00967,Credit card,Unauthorized transactions,I was charged an unexpected fee of $455 on my credit card account. I called customer service and waited 78 minutes but got no resolution.,2024-11-09
COMP-00968,Student loan,Account access issues,Unauthorized charges appeared on my student loan. I reported the account access issues but the company refused to investigate properly.,2023-10-28
COMP-00969,Mortgage,Account access issues,My mortgage application was denied without explanation. The account access issues has been ongoing for 18 days and I have received no response.,2020-07-21
COMP-00970,Debt collection,Account access issues,I have been trying to resolve this account access issues for 74 days. The debt collection department keeps transferring me without helping.,2021-01-11
COMP-00971,Checking account,Managing account,The interest rate on my checking account was changed without notice. This managing account is causing significant financial hardship.,2020-04-26
COMP-00972,Money transfer,Fraud or scam,Unauthorized charges appeared on my money transfer. I reported the fraud or scam but the company refused to investigate properly.,2023-03-11
COMP-00973,Debt collection,Account access issues,Unauthorized charges appeared on my debt collection. I reported the account access issues but the company refused to investigate properly.,2024-10-27
COMP-00974,Money transfer,Account access issues,Unauthorized charges appeared on my money transfer. I reported the account access issues but the company refused to investigate properly.,2021-07-02
COMP-00975,Debt collection,Unauthorized transactions,My debt collection application was denied without explanation. The unauthorized transactions has been ongoing for 66 days and I have received no response.,2021-04-26
COMP-00976,Debt collection,Managing account,The interest rate on my debt collection was changed without notice. This managing account is causing significant financial hardship.,2020-12-18
COMP-00977,Checking account,Closing account,I was charged an unexpected fee of $47 on my checking account account. I called customer service and waited 19 minutes but got no resolution.,2022-07-12
COMP-00978,Personal loan,Managing account,My personal loan application was denied without explanation. The managing account has been ongoing for 39 days and I have received no response.,2021-05-13
COMP-00979,Money transfer,Fraud or scam,My money transfer application was denied without explanation. The fraud or scam has been ongoing for 7 days and I have received no response.,2022-05-21
COMP-00980,Checking account,Problem with payment,The interest rate on my checking account was changed without notice. This problem with payment is causing significant financial hardship.,2022-06-21
COMP-00981,Money transfer,Billing disputes,My money transfer application was denied without explanation. The billing disputes has been ongoing for 56 days and I have received no response.,2021-10-26
COMP-00982,Personal loan,Incorrect information on report,My personal loan application was denied without explanation. The incorrect information on report has been ongoing for 66 days and I have received no response.,2021-05-02
COMP-00983,Personal loan,Unauthorized transactions,The interest rate on my personal loan was changed without notice. This unauthorized transactions is causing significant financial hardship.,2023-04-14
COMP-00984,Personal loan,Incorrect information on report,I have been trying to resolve this incorrect information on report for 15 days. The personal loan department keeps transferring me without helping.,2022-11-28
COMP-00985,Student loan,Incorrect information on report,I was charged an unexpected fee of $373 on my student loan account. I called customer service and waited 91 minutes but got no resolution.,2024-12-15
COMP-00986,Mortgage,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 70 days. The mortgage department keeps transferring me without helping.,2022-08-06
COMP-00987,Student loan,Incorrect information on report,The interest rate on my student loan was changed without notice. This incorrect information on report is causing significant financial hardship.,2024-03-06
COMP-00988,Checking account,Account access issues,I was charged an unexpected fee of $303 on my checking account account. I called customer service and waited 38 minutes but got no resolution.,2020-12-11
COMP-00989,Credit card,Managing account,The interest rate on my credit card was changed without notice. This managing account is causing significant financial hardship.,2024-03-06
COMP-00990,Money transfer,Unauthorized transactions,I was charged an unexpected fee of $425 on my money transfer account. I called customer service and waited 16 minutes but got no resolution.,2023-01-28
COMP-00991,Checking account,Incorrect information on report,I was charged an unexpected fee of $489 on my checking account account. I called customer service and waited 87 minutes but got no resolution.,2024-08-22
COMP-00992,Credit card,Closing account,The interest rate on my credit card was changed without notice. This closing account is causing significant financial hardship.,2021-07-06
COMP-00993,Mortgage,Fraud or scam,The interest rate on my mortgage was changed without notice. This fraud or scam is causing significant financial hardship.,2023-05-22
COMP-00994,Checking account,Unauthorized transactions,My checking account application was denied without explanation. The unauthorized transactions has been ongoing for 27 days and I have received no response.,2020-02-16
COMP-00995,Personal loan,Billing disputes,Unauthorized charges appeared on my personal loan. I reported the billing disputes but the company refused to investigate properly.,2022-02-17
COMP-00996,Credit card,Fraud or scam,I have been trying to resolve this fraud or scam for 79 days. The credit card department keeps transferring me without helping.,2023-03-05
COMP-00997,Student loan,Unauthorized transactions,Unauthorized charges appeared on my student loan. I reported the unauthorized transactions but the company refused to investigate properly.,2024-06-25
COMP-00998,Auto loan,Incorrect information on report,I was charged an unexpected fee of $387 on my auto loan account. I called customer service and waited 72 minutes but got no resolution.,2020-09-10
COMP-00999,Money transfer,Closing account,The interest rate on my money transfer was changed without notice. This closing account is causing significant financial hardship.,2022-10-06
COMP-01000,Money transfer,Account access issues,I have been trying to resolve this account access issues for 28 days. The money transfer department keeps transferring me without helping.,2021-12-10
COMP-01001,Debt collection,Closing account,I have been trying to resolve this closing account for 68 days. The debt collection department keeps transferring me without helping.,2022-05-17
COMP-01002,Personal loan,Account access issues,I was charged an unexpected fee of $283 on my personal loan account. I called customer service and waited 19 minutes but got no resolution.,2021-09-08
COMP-01003,Checking account,Incorrect information on report,My checking account application was denied without explanation. The incorrect information on report has been ongoing for 55 days and I have received no response.,2023-07-11
COMP-01004,Debt collection,Problem with payment,Unauthorized charges appeared on my debt collection. I reported the problem with payment but the company refused to investigate properly.,2020-08-18
COMP-01005,Checking account,Billing disputes,Unauthorized charges appeared on my checking account. I reported the billing disputes but the company refused to investigate properly.,2020-10-12
COMP-01006,Checking account,Managing account,My checking account application was denied without explanation. The managing account has been ongoing for 87 days and I have received no response.,2024-06-03
COMP-01007,Checking account,Problem with payment,My checking account application was denied without explanation. The problem with payment has been ongoing for 44 days and I have received no response.,2021-04-30
COMP-01008,Mortgage,Incorrect information on report,My mortgage application was denied without explanation. The incorrect information on report has been ongoing for 19 days and I have received no response.,2021-12-01
COMP-01009,Mortgage,Managing account,The interest rate on my mortgage was changed without notice. This managing account is causing significant financial hardship.,2021-09-27
COMP-01010,Student loan,Incorrect information on report,The interest rate on my student loan was changed without notice. This incorrect information on report is causing significant financial hardship.,2022-03-27
COMP-01011,Debt collection,Closing account,I have been trying to resolve this closing account for 22 days. The debt collection department keeps transferring me without helping.,2024-03-24
COMP-01012,Personal loan,Problem with payment,I was charged an unexpected fee of $34 on my personal loan account. I called customer service and waited 89 minutes but got no resolution.,2024-12-18
COMP-01013,Money transfer,Closing account,I was charged an unexpected fee of $165 on my money transfer account. I called customer service and waited 38 minutes but got no resolution.,2022-01-08
COMP-01014,Credit card,Incorrect information on report,I have been trying to resolve this incorrect information on report for 36 days. The credit card department keeps transferring me without helping.,2024-09-10
COMP-01015,Credit card,Unauthorized transactions,I was charged an unexpected fee of $456 on my credit card account. I called customer service and waited 107 minutes but got no resolution.,2024-04-10
COMP-01016,Money transfer,Incorrect information on report,My money transfer application was denied without explanation. The incorrect information on report has been ongoing for 15 days and I have received no response.,2023-11-29
COMP-01017,Credit card,Problem with payment,I have been trying to resolve this problem with payment for 67 days. The credit card department keeps transferring me without helping.,2022-08-08
COMP-01018,Mortgage,Closing account,I have been trying to resolve this closing account for 47 days. The mortgage department keeps transferring me without helping.,2022-08-03
COMP-01019,Personal loan,Account access issues,The interest rate on my personal loan was changed without notice. This account access issues is causing significant financial hardship.,2024-11-04
COMP-01020,Checking account,Closing account,My checking account application was denied without explanation. The closing account has been ongoing for 12 days and I have received no response.,2020-07-09
COMP-01021,Student loan,Account access issues,Unauthorized charges appeared on my student loan. I reported the account access issues but the company refused to investigate properly.,2020-12-18
COMP-01022,Money transfer,Unauthorized transactions,Unauthorized charges appeared on my money transfer. I reported the unauthorized transactions but the company refused to investigate properly.,2020-09-15
COMP-01023,Auto loan,Fraud or scam,I was charged an unexpected fee of $300 on my auto loan account. I called customer service and waited 39 minutes but got no resolution.,2020-01-25
COMP-01024,Credit card,Account access issues,The interest rate on my credit card was changed without notice. This account access issues is causing significant financial hardship.,2021-05-30
COMP-01025,Checking account,Billing disputes,The interest rate on my checking account was changed without notice. This billing disputes is causing significant financial hardship.,2024-01-08
COMP-01026,Mortgage,Incorrect information on report,The interest rate on my mortgage was changed without notice. This incorrect information on report is causing significant financial hardship.,2023-04-09
COMP-01027,Credit card,Problem with payment,My credit card application was denied without explanation. The problem with payment has been ongoing for 12 days and I have received no response.,2021-02-07
COMP-01028,Credit card,Problem with payment,My credit card application was denied without explanation. The problem with payment has been ongoing for 3 days and I have received no response.,2023-03-02
COMP-01029,Student loan,Fraud or scam,I have been trying to resolve this fraud or scam for 49 days. The student loan department keeps transferring me without helping.,2020-03-18
COMP-01030,Money transfer,Account access issues,I was charged an unexpected fee of $424 on my money transfer account. I called customer service and waited 51 minutes but got no resolution.,2020-03-27
COMP-01031,Money transfer,Account access issues,My money transfer application was denied without explanation. The account access issues has been ongoing for 47 days and I have received no response.,2024-02-14
COMP-01032,Debt collection,Incorrect information on report,I have been trying to resolve this incorrect information on report for 50 days. The debt collection department keeps transferring me without helping.,2022-05-25
COMP-01033,Credit card,Incorrect information on report,I was charged an unexpected fee of $70 on my credit card account. I called customer service and waited 41 minutes but got no resolution.,2023-12-17
COMP-01034,Debt collection,Managing account,My debt collection application was denied without explanation. The managing account has been ongoing for 61 days and I have received no response.,2023-07-18
COMP-01035,Auto loan,Account access issues,The interest rate on my auto loan was changed without notice. This account access issues is causing significant financial hardship.,2021-07-18
COMP-01036,Checking account,Fraud or scam,I was charged an unexpected fee of $63 on my checking account account. I called customer service and waited 91 minutes but got no resolution.,2022-03-03
COMP-01037,Student loan,Fraud or scam,My student loan application was denied without explanation. The fraud or scam has been ongoing for 41 days and I have received no response.,2020-04-05
COMP-01038,Mortgage,Unauthorized transactions,I was charged an unexpected fee of $247 on my mortgage account. I called customer service and waited 100 minutes but got no resolution.,2023-11-07
COMP-01039,Student loan,Billing disputes,The interest rate on my student loan was changed without notice. This billing disputes is causing significant financial hardship.,2023-05-03
COMP-01040,Student loan,Incorrect information on report,I was charged an unexpected fee of $274 on my student loan account. I called customer service and waited 72 minutes but got no resolution.,2020-05-14
COMP-01041,Credit card,Problem with payment,My credit card application was denied without explanation. The problem with payment has been ongoing for 59 days and I have received no response.,2021-02-28
COMP-01042,Money transfer,Closing account,The interest rate on my money transfer was changed without notice. This closing account is causing significant financial hardship.,2021-10-16
COMP-01043,Mortgage,Account access issues,The interest rate on my mortgage was changed without notice. This account access issues is causing significant financial hardship.,2020-05-24
COMP-01044,Auto loan,Unauthorized transactions,The interest rate on my auto loan was changed without notice. This unauthorized transactions is causing significant financial hardship.,2021-05-18
COMP-01045,Money transfer,Incorrect information on report,The interest rate on my money transfer was changed without notice. This incorrect information on report is causing significant financial hardship.,2023-10-21
COMP-01046,Debt collection,Closing account,I was charged an unexpected fee of $459 on my debt collection account. I called customer service and waited 17 minutes but got no resolution.,2023-04-29
COMP-01047,Personal loan,Managing account,I have been trying to resolve this managing account for 19 days. The personal loan department keeps transferring me without helping.,2022-03-28
COMP-01048,Credit card,Billing disputes,Unauthorized charges appeared on my credit card. I reported the billing disputes but the company refused to investigate properly.,2020-04-04
COMP-01049,Credit card,Billing disputes,I was charged an unexpected fee of $485 on my credit card account. I called customer service and waited 58 minutes but got no resolution.,2022-08-13
COMP-01050,Student loan,Incorrect information on report,I have been trying to resolve this incorrect information on report for 86 days. The student loan department keeps transferring me without helping.,2020-02-19
COMP-01051,Checking account,Account access issues,I was charged an unexpected fee of $131 on my checking account account. I called customer service and waited 51 minutes but got no resolution.,2022-07-15
COMP-01052,Checking account,Managing account,Unauthorized charges appeared on my checking account. I reported the managing account but the company refused to investigate properly.,2020-07-08
COMP-01053,Credit card,Unauthorized transactions,The interest rate on my credit card was changed without notice. This unauthorized transactions is causing significant financial hardship.,2022-07-11
COMP-01054,Debt collection,Account access issues,Unauthorized charges appeared on my debt collection. I reported the account access issues but the company refused to investigate properly.,2022-02-09
COMP-01055,Checking account,Fraud or scam,I have been trying to resolve this fraud or scam for 72 days. The checking account department keeps transferring me without helping.,2021-02-11
COMP-01056,Money transfer,Managing account,My money transfer application was denied without explanation. The managing account has been ongoing for 89 days and I have received no response.,2020-06-20
COMP-01057,Auto loan,Managing account,The interest rate on my auto loan was changed without notice. This managing account is causing significant financial hardship.,2023-05-16
COMP-01058,Auto loan,Managing account,My auto loan application was denied without explanation. The managing account has been ongoing for 32 days and I have received no response.,2023-10-07
COMP-01059,Personal loan,Billing disputes,Unauthorized charges appeared on my personal loan. I reported the billing disputes but the company refused to investigate properly.,2024-07-24
COMP-01060,Money transfer,Billing disputes,My money transfer application was denied without explanation. The billing disputes has been ongoing for 43 days and I have received no response.,2021-11-20
COMP-01061,Money transfer,Account access issues,I was charged an unexpected fee of $347 on my money transfer account. I called customer service and waited 50 minutes but got no resolution.,2020-11-11
COMP-01062,Auto loan,Fraud or scam,My auto loan application was denied without explanation. The fraud or scam has been ongoing for 24 days and I have received no response.,2024-03-29
COMP-01063,Money transfer,Fraud or scam,I have been trying to resolve this fraud or scam for 52 days. The money transfer department keeps transferring me without helping.,2022-03-20
COMP-01064,Student loan,Account access issues,Unauthorized charges appeared on my student loan. I reported the account access issues but the company refused to investigate properly.,2023-05-12
COMP-01065,Auto loan,Fraud or scam,Unauthorized charges appeared on my auto loan. I reported the fraud or scam but the company refused to investigate properly.,2022-12-26
COMP-01066,Mortgage,Fraud or scam,I have been trying to resolve this fraud or scam for 21 days. The mortgage department keeps transferring me without helping.,2022-12-11
COMP-01067,Student loan,Closing account,My student loan application was denied without explanation. The closing account has been ongoing for 69 days and I have received no response.,2023-02-03
COMP-01068,Auto loan,Account access issues,The interest rate on my auto loan was changed without notice. This account access issues is causing significant financial hardship.,2024-02-12
COMP-01069,Debt collection,Fraud or scam,I have been trying to resolve this fraud or scam for 46 days. The debt collection department keeps transferring me without helping.,2023-04-17
COMP-01070,Auto loan,Fraud or scam,My auto loan application was denied without explanation. The fraud or scam has been ongoing for 19 days and I have received no response.,2020-07-26
COMP-01071,Money transfer,Unauthorized transactions,Unauthorized charges appeared on my money transfer. I reported the unauthorized transactions but the company refused to investigate properly.,2021-02-15
COMP-01072,Mortgage,Incorrect information on report,I was charged an unexpected fee of $32 on my mortgage account. I called customer service and waited 23 minutes but got no resolution.,2020-10-09
COMP-01073,Checking account,Closing account,Unauthorized charges appeared on my checking account. I reported the closing account but the company refused to investigate properly.,2024-07-26
COMP-01074,Checking account,Problem with payment,I have been trying to resolve this problem with payment for 44 days. The checking account department keeps transferring me without helping.,2020-09-29
COMP-01075,Debt collection,Incorrect information on report,I have been trying to resolve this incorrect information on report for 78 days. The debt collection department keeps transferring me without helping.,2020-01-10
COMP-01076,Mortgage,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 30 days. The mortgage department keeps transferring me without helping.,2022-05-03
COMP-01077,Debt collection,Account access issues,Unauthorized charges appeared on my debt collection. I reported the account access issues but the company refused to investigate properly.,2021-04-10
COMP-01078,Auto loan,Account access issues,Unauthorized charges appeared on my auto loan. I reported the account access issues but the company refused to investigate properly.,2023-07-29
COMP-01079,Student loan,Account access issues,I have been trying to resolve this account access issues for 45 days. The student loan department keeps transferring me without helping.,2022-03-26
COMP-01080,Money transfer,Billing disputes,I was charged an unexpected fee of $77 on my money transfer account. I called customer service and waited 81 minutes but got no resolution.,2021-05-29
COMP-01081,Debt collection,Closing account,The interest rate on my debt collection was changed without notice. This closing account is causing significant financial hardship.,2022-10-22
COMP-01082,Checking account,Fraud or scam,Unauthorized charges appeared on my checking account. I reported the fraud or scam but the company refused to investigate properly.,2020-10-04
COMP-01083,Checking account,Problem with payment,My checking account application was denied without explanation. The problem with payment has been ongoing for 66 days and I have received no response.,2024-03-30
COMP-01084,Checking account,Closing account,I have been trying to resolve this closing account for 6 days. The checking account department keeps transferring me without helping.,2022-07-26
COMP-01085,Money transfer,Account access issues,Unauthorized charges appeared on my money transfer. I reported the account access issues but the company refused to investigate properly.,2020-03-24
COMP-01086,Money transfer,Problem with payment,My money transfer application was denied without explanation. The problem with payment has been ongoing for 83 days and I have received no response.,2021-12-09
COMP-01087,Mortgage,Problem with payment,My mortgage application was denied without explanation. The problem with payment has been ongoing for 63 days and I have received no response.,2021-05-17
COMP-01088,Personal loan,Closing account,I have been trying to resolve this closing account for 3 days. The personal loan department keeps transferring me without helping.,2023-11-25
COMP-01089,Checking account,Closing account,I was charged an unexpected fee of $158 on my checking account account. I called customer service and waited 37 minutes but got no resolution.,2020-02-06
COMP-01090,Credit card,Incorrect information on report,I have been trying to resolve this incorrect information on report for 6 days. The credit card department keeps transferring me without helping.,2020-01-21
COMP-01091,Money transfer,Closing account,The interest rate on my money transfer was changed without notice. This closing account is causing significant financial hardship.,2022-04-07
COMP-01092,Mortgage,Fraud or scam,I was charged an unexpected fee of $210 on my mortgage account. I called customer service and waited 47 minutes but got no resolution.,2023-10-27
COMP-01093,Credit card,Managing account,I have been trying to resolve this managing account for 89 days. The credit card department keeps transferring me without helping.,2023-03-14
COMP-01094,Mortgage,Unauthorized transactions,The interest rate on my mortgage was changed without notice. This unauthorized transactions is causing significant financial hardship.,2020-02-25
COMP-01095,Mortgage,Fraud or scam,My mortgage application was denied without explanation. The fraud or scam has been ongoing for 37 days and I have received no response.,2022-07-18
COMP-01096,Auto loan,Unauthorized transactions,I have been trying to resolve this unauthorized transactions for 31 days. The auto loan department keeps transferring me without helping.,2023-05-06
COMP-01097,Credit card,Managing account,The interest rate on my credit card was changed without notice. This managing account is causing significant financial hardship.,2021-01-19
COMP-01098,Checking account,Account access issues,Unauthorized charges appeared on my checking account. I reported the account access issues but the company refused to investigate properly.,2021-02-19
COMP-01099,Credit card,Unauthorized transactions,My credit card application was denied without explanation. The unauthorized transactions has been ongoing for 71 days and I have received no response.,2024-07-31
COMP-01100,Credit card,Billing disputes,I was charged an unexpected fee of $415 on my credit card account. I called customer service and waited 32 minutes but got no resolution.,2021-09-20
COMP-01101,Credit card,Managing account,The interest rate on my credit card was changed without notice. This managing account is causing significant financial hardship.,2024-12-13
COMP-01102,Mortgage,Account access issues,My mortgage application was denied without explanation. The account access issues has been ongoing for 85 days and I have received no response.,2023-05-22
COMP-01103,Auto loan,Account access issues,My auto loan application was denied without explanation. The account access issues has been ongoing for 59 days and I have received no response.,2024-09-01
COMP-01104,Personal loan,Managing account,I was charged an unexpected fee of $318 on my personal loan account. I called customer service and waited 53 minutes but got no resolution.,2022-08-25
COMP-01105,Credit card,Account access issues,My credit card application was denied without explanation. The account access issues has been ongoing for 14 days and I have received no response.,2020-01-23
COMP-01106,Mortgage,Account access issues,I have been trying to resolve this account access issues for 71 days. The mortgage department keeps transferring me without helping.,2024-06-30
COMP-01107,Student loan,Account access issues,The interest rate on my student loan was changed without notice. This account access issues is causing significant financial hardship.,2021-01-30
COMP-01108,Student loan,Unauthorized transactions,Unauthorized charges appeared on my student loan. I reported the unauthorized transactions but the company refused to investigate properly.,2022-08-25
